# LAMMPS data file written by OVITO Basic 3.8.4

5888 atoms 
1000 bonds
4 atom types 
1 bond types

0.0 39.0999984741 xlo xhi
0.0 39.0999984741 ylo yhi
0.0 39.0999984741 zlo zhi

Masses

1 6.941  # Li
2 15.7994 # O, core  of type 2 
3 35.453  # Cl
4  0.2000 # O, shell of type 2 
 
Atoms  # full

512 1 1  0.0 35.189998 37.144996 23.460000       
513 1 1  0.0 3.910000 1.955000 15.640000       
514 1 1  0.0 3.910000 1.955000 35.189998       
515 1 1  0.0 3.910000 21.505000 15.640000       
516 1 1  0.0 3.910000 21.505000 35.189998       
517 1 1  0.0 23.460000 1.955000 15.640000       
518 1 1  0.0 23.460000 1.955000 35.189998       
519 1 1  0.0 23.460000 21.505000 15.640000       
520 1 1  0.0 23.460000 21.505000 35.189998       
521 1 1  0.0 15.640000 1.955000 15.640000       
522 1 1  0.0 15.640000 1.955000 35.189998       
523 1 1  0.0 15.640000 21.505000 15.640000       
524 1 1  0.0 15.640000 21.505000 35.189998       
525 1 1  0.0 35.189998 1.955000 15.640000       
526 1 1  0.0 35.189998 1.955000 35.189998       
527 1 1  0.0 35.189998 21.505000 15.640000       
528 1 1  0.0 35.189998 21.505000 35.189998       
529 1 1  0.0 3.910000 17.594999 3.910000       
530 1 1  0.0 3.910000 17.594999 23.460000       
531 1 1  0.0 3.910000 37.144996 3.910000       
532 1 1  0.0 3.910000 37.144996 23.460000       
533 1 1  0.0 23.460000 17.594999 3.910000       
534 1 1  0.0 23.460000 17.594999 23.460000       
535 1 1  0.0 23.460000 37.144996 3.910000       
536 1 1  0.0 23.460000 37.144996 23.460000       
537 1 1  0.0 3.910000 3.910000 1.955000       
538 1 1  0.0 3.910000 3.910000 21.505000       
539 1 1  0.0 3.910000 23.460000 1.955000       
540 1 1  0.0 3.910000 23.460000 21.505000       
541 1 1  0.0 23.460000 3.910000 1.955000       
542 1 1  0.0 23.460000 3.910000 21.505000       
543 1 1  0.0 23.460000 23.460000 1.955000       
544 1 1  0.0 23.460000 23.460000 21.505000       
545 1 1  0.0 15.640000 15.640000 17.594999       
546 1 1  0.0 15.640000 15.640000 37.144998       
547 1 1  0.0 15.640000 35.189998 17.594999       
548 1 1  0.0 15.640000 35.189998 37.144998       
549 1 1  0.0 35.189998 15.640000 17.594999       
550 1 1  0.0 35.189998 15.640000 37.144998       
551 1 1  0.0 35.189998 35.189998 17.594999       
552 1 1  0.0 35.189998 35.189998 37.144998       
553 1 1  0.0 15.640000 3.910000 17.594999       
554 1 1  0.0 15.640000 3.910000 37.144998       
555 1 1  0.0 15.640000 23.460000 17.594999       
556 1 1  0.0 15.640000 23.460000 37.144998       
557 1 1  0.0 35.189998 3.910000 17.594999       
558 1 1  0.0 35.189998 3.910000 37.144998       
559 1 1  0.0 35.189998 23.460000 17.594999       
560 1 1  0.0 35.189998 23.460000 37.144998       
561 1 1  0.0 3.910000 15.640000 1.955000       
562 1 1  0.0 3.910000 15.640000 21.505000       
563 1 1  0.0 3.910000 35.189998 1.955000       
564 1 1  0.0 3.910000 35.189998 21.505000       
565 1 1  0.0 23.460000 15.640000 1.955000       
566 1 1  0.0 23.460000 15.640000 21.505000       
567 1 1  0.0 23.460000 35.189998 1.955000       
568 1 1  0.0 23.460000 35.189998 21.505000       
569 1 1  0.0 3.910000 15.640000 17.594999       
570 1 1  0.0 3.910000 15.640000 37.144998       
571 1 1  0.0 3.910000 35.189998 17.594999       
572 1 1  0.0 3.910000 35.189998 37.144998       
573 1 1  0.0 23.460000 15.640000 17.594999       
574 1 1  0.0 23.460000 15.640000 37.144998       
575 1 1  0.0 23.460000 35.189998 17.594999       
576 1 1  0.0 23.460000 35.189998 37.144998       
577 1 1  0.0 15.640000 3.910000 1.955000       
578 1 1  0.0 15.640000 3.910000 21.505000       
579 1 1  0.0 15.640000 23.460000 1.955000       
580 1 1  0.0 15.640000 23.460000 21.505000       
581 1 1  0.0 35.189998 3.910000 1.955000       
582 1 1  0.0 35.189998 3.910000 21.505000       
583 1 1  0.0 35.189998 23.460000 1.955000       
584 1 1  0.0 35.189998 23.460000 21.505000       
585 1 1  0.0 15.640000 15.640000 1.955000       
586 1 1  0.0 15.640000 15.640000 21.505000       
587 1 1  0.0 15.640000 35.189998 1.955000       
588 1 1  0.0 15.640000 35.189998 21.505000       
589 1 1  0.0 35.189998 15.640000 1.955000       
590 1 1  0.0 35.189998 15.640000 21.505000       
591 1 1  0.0 35.189998 35.189998 1.955000       
592 1 1  0.0 35.189998 35.189998 21.505000       
593 1 1  0.0 3.910000 3.910000 17.594999       
594 1 1  0.0 3.910000 3.910000 37.144998       
595 1 1  0.0 3.910000 23.460000 17.594999       
596 1 1  0.0 3.910000 23.460000 37.144998       
597 1 1  0.0 23.460000 3.910000 17.594999       
598 1 1  0.0 23.460000 3.910000 37.144998       
599 1 1  0.0 23.460000 23.460000 17.594999       
600 1 1  0.0 23.460000 23.460000 37.144998       
601 1 1  0.0 1.955000 3.910000 7.820000       
602 1 1  0.0 1.955000 3.910000 27.369998       
603 1 1  0.0 1.955000 23.460000 7.820000       
604 1 1  0.0 1.955000 23.460000 27.369998       
605 1 1  0.0 21.505000 3.910000 7.820000       
606 1 1  0.0 21.505000 3.910000 27.369998       
607 1 1  0.0 21.505000 23.460000 7.820000       
608 1 1  0.0 21.505000 23.460000 27.369998       
609 1 1  0.0 17.594999 15.640000 11.730000       
610 1 1  0.0 17.594999 15.640000 31.279999       
611 1 1  0.0 17.594999 35.189998 11.730000       
612 1 1  0.0 17.594999 35.189998 31.279999       
613 1 1  0.0 37.144996 15.640000 11.730000       
614 1 1  0.0 37.144996 15.640000 31.279999       
615 1 1  0.0 37.144996 35.189998 11.730000       
616 1 1  0.0 37.144996 35.189998 31.279999       
617 1 1  0.0 17.594999 15.640000 7.820000       
618 1 1  0.0 17.594999 15.640000 27.369998       
619 1 1  0.0 17.594999 35.189998 7.820000       
620 1 1  0.0 17.594999 35.189998 27.369998       
621 1 1  0.0 37.144996 15.640000 7.820000       
622 1 1  0.0 37.144996 15.640000 27.369998       
623 1 1  0.0 37.144996 35.189998 7.820000       
624 1 1  0.0 37.144996 35.189998 27.369998       
625 1 1  0.0 1.955000 3.910000 11.730000       
626 1 1  0.0 1.955000 3.910000 31.279999       
627 1 1  0.0 1.955000 23.460000 11.730000       
628 1 1  0.0 1.955000 23.460000 31.279999       
629 1 1  0.0 21.505000 3.910000 11.730000       
630 1 1  0.0 21.505000 3.910000 31.279999       
631 1 1  0.0 21.505000 23.460000 11.730000       
632 1 1  0.0 21.505000 23.460000 31.279999       
633 1 1  0.0 17.594999 3.910000 11.730000       
634 1 1  0.0 17.594999 3.910000 31.279999       
635 1 1  0.0 17.594999 23.460000 11.730000       
636 1 1  0.0 17.594999 23.460000 31.279999       
637 1 1  0.0 37.144996 3.910000 11.730000       
638 1 1  0.0 37.144996 3.910000 31.279999       
639 1 1  0.0 37.144996 23.460000 11.730000       
640 1 1  0.0 37.144996 23.460000 31.279999       
641 1 1  0.0 1.955000 15.640000 7.820000       
642 1 1  0.0 1.955000 15.640000 27.369998       
643 1 1  0.0 1.955000 35.189998 7.820000       
644 1 1  0.0 1.955000 35.189998 27.369998       
645 1 1  0.0 21.505000 15.640000 7.820000       
646 1 1  0.0 21.505000 15.640000 27.369998       
647 1 1  0.0 21.505000 35.189998 7.820000       
648 1 1  0.0 21.505000 35.189998 27.369998       
649 1 1  0.0 1.955000 15.640000 11.730000       
650 1 1  0.0 1.955000 15.640000 31.279999       
651 1 1  0.0 1.955000 35.189998 11.730000       
652 1 1  0.0 1.955000 35.189998 31.279999       
653 1 1  0.0 21.505000 15.640000 11.730000       
654 1 1  0.0 21.505000 15.640000 31.279999       
655 1 1  0.0 21.505000 35.189998 11.730000       
656 1 1  0.0 21.505000 35.189998 31.279999       
657 1 1  0.0 17.594999 3.910000 7.820000       
658 1 1  0.0 17.594999 3.910000 27.369998       
659 1 1  0.0 17.594999 23.460000 7.820000       
660 1 1  0.0 17.594999 23.460000 27.369998       
661 1 1  0.0 37.144996 3.910000 7.820000       
662 1 1  0.0 37.144996 3.910000 27.369998       
663 1 1  0.0 37.144996 23.460000 7.820000       
664 1 1  0.0 37.144996 23.460000 27.369998       
665 1 1  0.0 7.820000 1.955000 3.910000       
666 1 1  0.0 7.820000 1.955000 23.460000       
667 1 1  0.0 7.820000 21.505000 3.910000       
668 1 1  0.0 7.820000 21.505000 23.460000       
669 1 1  0.0 27.369998 1.955000 3.910000       
670 1 1  0.0 27.369998 1.955000 23.460000       
671 1 1  0.0 27.369998 21.505000 3.910000       
672 1 1  0.0 27.369998 21.505000 23.460000       
673 1 1  0.0 11.730000 17.594999 15.640000       
674 1 1  0.0 11.730000 17.594999 35.189998       
675 1 1  0.0 11.730000 37.144996 15.640000       
676 1 1  0.0 11.730000 37.144996 35.189998       
677 1 1  0.0 31.279999 17.594999 15.640000       
678 1 1  0.0 31.279999 17.594999 35.189998       
679 1 1  0.0 31.279999 37.144996 15.640000       
680 1 1  0.0 31.279999 37.144996 35.189998       
681 1 1  0.0 7.820000 17.594999 15.640000       
682 1 1  0.0 7.820000 17.594999 35.189998       
683 1 1  0.0 7.820000 37.144996 15.640000       
684 1 1  0.0 7.820000 37.144996 35.189998       
685 1 1  0.0 27.369998 17.594999 15.640000       
686 1 1  0.0 27.369998 17.594999 35.189998       
687 1 1  0.0 27.369998 37.144996 15.640000       
688 1 1  0.0 27.369998 37.144996 35.189998       
689 1 1  0.0 11.730000 1.955000 3.910000       
690 1 1  0.0 11.730000 1.955000 23.460000       
691 1 1  0.0 11.730000 21.505000 3.910000       
692 1 1  0.0 11.730000 21.505000 23.460000       
693 1 1  0.0 31.279999 1.955000 3.910000       
694 1 1  0.0 31.279999 1.955000 23.460000       
695 1 1  0.0 31.279999 21.505000 3.910000       
696 1 1  0.0 31.279999 21.505000 23.460000       
697 1 1  0.0 11.730000 17.594999 3.910000       
698 1 1  0.0 11.730000 17.594999 23.460000       
699 1 1  0.0 11.730000 37.144996 3.910000       
700 1 1  0.0 11.730000 37.144996 23.460000       
701 1 1  0.0 31.279999 17.594999 3.910000       
702 1 1  0.0 31.279999 17.594999 23.460000       
703 1 1  0.0 31.279999 37.144996 3.910000       
704 1 1  0.0 31.279999 37.144996 23.460000       
705 1 1  0.0 7.820000 1.955000 15.640000       
706 1 1  0.0 7.820000 1.955000 35.189998       
707 1 1  0.0 7.820000 21.505000 15.640000       
708 1 1  0.0 7.820000 21.505000 35.189998       
709 1 1  0.0 27.369998 1.955000 15.640000       
710 1 1  0.0 27.369998 1.955000 35.189998       
711 1 1  0.0 27.369998 21.505000 15.640000       
712 1 1  0.0 27.369998 21.505000 35.189998       
713 1 1  0.0 11.730000 1.955000 15.640000       
714 1 1  0.0 11.730000 1.955000 35.189998       
715 1 1  0.0 11.730000 21.505000 15.640000       
716 1 1  0.0 11.730000 21.505000 35.189998       
717 1 1  0.0 31.279999 1.955000 15.640000       
718 1 1  0.0 31.279999 1.955000 35.189998       
719 1 1  0.0 31.279999 21.505000 15.640000       
720 1 1  0.0 31.279999 21.505000 35.189998       
721 1 1  0.0 7.820000 17.594999 3.910000       
722 1 1  0.0 7.820000 17.594999 23.460000       
723 1 1  0.0 7.820000 37.144996 3.910000       
724 1 1  0.0 7.820000 37.144996 23.460000       
725 1 1  0.0 27.369998 17.594999 3.910000       
726 1 1  0.0 27.369998 17.594999 23.460000       
727 1 1  0.0 27.369998 37.144996 3.910000       
728 1 1  0.0 27.369998 37.144996 23.460000       
729 1 1  0.0 3.910000 7.820000 1.955000       
730 1 1  0.0 3.910000 7.820000 21.505000       
731 1 1  0.0 3.910000 27.369998 1.955000       
732 1 1  0.0 3.910000 27.369998 21.505000       
733 1 1  0.0 23.460000 7.820000 1.955000       
734 1 1  0.0 23.460000 7.820000 21.505000       
735 1 1  0.0 23.460000 27.369998 1.955000       
736 1 1  0.0 23.460000 27.369998 21.505000       
737 1 1  0.0 15.640000 11.730000 17.594999       
738 1 1  0.0 15.640000 11.730000 37.144998       
739 1 1  0.0 15.640000 31.279999 17.594999       
740 1 1  0.0 15.640000 31.279999 37.144998       
741 1 1  0.0 35.189998 11.730000 17.594999       
742 1 1  0.0 35.189998 11.730000 37.144998       
743 1 1  0.0 35.189998 31.279999 17.594999       
744 1 1  0.0 35.189998 31.279999 37.144998       
745 1 1  0.0 15.640000 7.820000 17.594999       
746 1 1  0.0 15.640000 7.820000 37.144998       
747 1 1  0.0 15.640000 27.369998 17.594999       
748 1 1  0.0 15.640000 27.369998 37.144998       
749 1 1  0.0 35.189998 7.820000 17.594999       
750 1 1  0.0 35.189998 7.820000 37.144998       
751 1 1  0.0 35.189998 27.369998 17.594999       
752 1 1  0.0 35.189998 27.369998 37.144998       
753 1 1  0.0 3.910000 11.730000 1.955000       
754 1 1  0.0 3.910000 11.730000 21.505000       
755 1 1  0.0 3.910000 31.279999 1.955000       
756 1 1  0.0 3.910000 31.279999 21.505000       
757 1 1  0.0 23.460000 11.730000 1.955000       
758 1 1  0.0 23.460000 11.730000 21.505000       
759 1 1  0.0 23.460000 31.279999 1.955000       
760 1 1  0.0 23.460000 31.279999 21.505000       
761 1 1  0.0 3.910000 11.730000 17.594999       
762 1 1  0.0 3.910000 11.730000 37.144998       
763 1 1  0.0 3.910000 31.279999 17.594999       
764 1 1  0.0 3.910000 31.279999 37.144998       
765 1 1  0.0 23.460000 11.730000 17.594999       
766 1 1  0.0 23.460000 11.730000 37.144998       
767 1 1  0.0 23.460000 31.279999 17.594999       
768 1 1  0.0 23.460000 31.279999 37.144998       
769 1 1  0.0 15.640000 7.820000 1.955000       
770 1 1  0.0 15.640000 7.820000 21.505000       
771 1 1  0.0 15.640000 27.369998 1.955000       
772 1 1  0.0 15.640000 27.369998 21.505000       
773 1 1  0.0 35.189998 7.820000 1.955000       
774 1 1  0.0 35.189998 7.820000 21.505000       
775 1 1  0.0 35.189998 27.369998 1.955000       
776 1 1  0.0 35.189998 27.369998 21.505000       
777 1 1  0.0 15.640000 11.730000 1.955000       
778 1 1  0.0 15.640000 11.730000 21.505000       
779 1 1  0.0 15.640000 31.279999 1.955000       
780 1 1  0.0 15.640000 31.279999 21.505000       
781 1 1  0.0 35.189998 11.730000 1.955000       
782 1 1  0.0 35.189998 11.730000 21.505000       
783 1 1  0.0 35.189998 31.279999 1.955000       
784 1 1  0.0 35.189998 31.279999 21.505000       
785 1 1  0.0 3.910000 7.820000 17.594999       
786 1 1  0.0 3.910000 7.820000 37.144998       
787 1 1  0.0 3.910000 27.369998 17.594999       
788 1 1  0.0 3.910000 27.369998 37.144998       
789 1 1  0.0 23.460000 7.820000 17.594999       
790 1 1  0.0 23.460000 7.820000 37.144998       
791 1 1  0.0 23.460000 27.369998 17.594999       
792 1 1  0.0 23.460000 27.369998 37.144998       
793 1 1  0.0 3.910000 1.955000 11.730000       
794 1 1  0.0 3.910000 1.955000 31.279999       
795 1 1  0.0 3.910000 21.505000 11.730000       
796 1 1  0.0 3.910000 21.505000 31.279999       
797 1 1  0.0 23.460000 1.955000 11.730000       
798 1 1  0.0 23.460000 1.955000 31.279999       
799 1 1  0.0 23.460000 21.505000 11.730000       
800 1 1  0.0 23.460000 21.505000 31.279999       
801 1 1  0.0 15.640000 17.594999 7.820000       
802 1 1  0.0 15.640000 17.594999 27.369998       
803 1 1  0.0 15.640000 37.144996 7.820000       
804 1 1  0.0 15.640000 37.144996 27.369998       
805 1 1  0.0 35.189998 17.594999 7.820000       
806 1 1  0.0 35.189998 17.594999 27.369998       
807 1 1  0.0 35.189998 37.144996 7.820000       
808 1 1  0.0 35.189998 37.144996 27.369998       
809 1 1  0.0 15.640000 17.594999 11.730000       
810 1 1  0.0 15.640000 17.594999 31.279999       
811 1 1  0.0 15.640000 37.144996 11.730000       
812 1 1  0.0 15.640000 37.144996 31.279999       
813 1 1  0.0 35.189998 17.594999 11.730000       
814 1 1  0.0 35.189998 17.594999 31.279999       
815 1 1  0.0 35.189998 37.144996 11.730000       
816 1 1  0.0 35.189998 37.144996 31.279999       
817 1 1  0.0 3.910000 1.955000 7.820000       
818 1 1  0.0 3.910000 1.955000 27.369998       
819 1 1  0.0 3.910000 21.505000 7.820000       
820 1 1  0.0 3.910000 21.505000 27.369998       
821 1 1  0.0 23.460000 1.955000 7.820000       
822 1 1  0.0 23.460000 1.955000 27.369998       
823 1 1  0.0 23.460000 21.505000 7.820000       
824 1 1  0.0 23.460000 21.505000 27.369998       
825 1 1  0.0 3.910000 17.594999 7.820000       
826 1 1  0.0 3.910000 17.594999 27.369998       
827 1 1  0.0 3.910000 37.144996 7.820000       
828 1 1  0.0 3.910000 37.144996 27.369998       
829 1 1  0.0 23.460000 17.594999 7.820000       
830 1 1  0.0 23.460000 17.594999 27.369998       
831 1 1  0.0 23.460000 37.144996 7.820000       
832 1 1  0.0 23.460000 37.144996 27.369998       
833 1 1  0.0 15.640000 1.955000 11.730000       
834 1 1  0.0 15.640000 1.955000 31.279999       
835 1 1  0.0 15.640000 21.505000 11.730000       
836 1 1  0.0 15.640000 21.505000 31.279999       
837 1 1  0.0 35.189998 1.955000 11.730000       
838 1 1  0.0 35.189998 1.955000 31.279999       
839 1 1  0.0 35.189998 21.505000 11.730000       
840 1 1  0.0 35.189998 21.505000 31.279999       
841 1 1  0.0 3.910000 17.594999 11.730000       
842 1 1  0.0 3.910000 17.594999 31.279999       
843 1 1  0.0 3.910000 37.144996 11.730000       
844 1 1  0.0 3.910000 37.144996 31.279999       
845 1 1  0.0 23.460000 17.594999 11.730000       
846 1 1  0.0 23.460000 17.594999 31.279999       
847 1 1  0.0 23.460000 37.144996 11.730000       
848 1 1  0.0 23.460000 37.144996 31.279999       
849 1 1  0.0 1.955000 7.820000 15.640000       
850 1 1  0.0 1.955000 7.820000 35.189998       
851 1 1  0.0 1.955000 27.369998 15.640000       
852 1 1  0.0 1.955000 27.369998 35.189998       
853 1 1  0.0 21.505000 7.820000 15.640000       
854 1 1  0.0 21.505000 7.820000 35.189998       
855 1 1  0.0 21.505000 27.369998 15.640000       
856 1 1  0.0 21.505000 27.369998 35.189998       
857 1 1  0.0 17.594999 11.730000 3.910000       
858 1 1  0.0 17.594999 11.730000 23.460000       
859 1 1  0.0 17.594999 31.279999 3.910000       
860 1 1  0.0 17.594999 31.279999 23.460000       
861 1 1  0.0 37.144996 11.730000 3.910000       
862 1 1  0.0 37.144996 11.730000 23.460000       
863 1 1  0.0 37.144996 31.279999 3.910000       
864 1 1  0.0 37.144996 31.279999 23.460000       
865 1 1  0.0 17.594999 7.820000 3.910000       
866 1 1  0.0 17.594999 7.820000 23.460000       
867 1 1  0.0 17.594999 27.369998 3.910000       
868 1 1  0.0 17.594999 27.369998 23.460000       
869 1 1  0.0 37.144996 7.820000 3.910000       
870 1 1  0.0 37.144996 7.820000 23.460000       
871 1 1  0.0 37.144996 27.369998 3.910000       
872 1 1  0.0 37.144996 27.369998 23.460000       
873 1 1  0.0 1.955000 11.730000 15.640000       
874 1 1  0.0 1.955000 11.730000 35.189998       
875 1 1  0.0 1.955000 31.279999 15.640000       
876 1 1  0.0 1.955000 31.279999 35.189998       
877 1 1  0.0 21.505000 11.730000 15.640000       
878 1 1  0.0 21.505000 11.730000 35.189998       
879 1 1  0.0 21.505000 31.279999 15.640000       
880 1 1  0.0 21.505000 31.279999 35.189998       
881 1 1  0.0 17.594999 11.730000 15.640000       
882 1 1  0.0 17.594999 11.730000 35.189998       
883 1 1  0.0 17.594999 31.279999 15.640000       
884 1 1  0.0 17.594999 31.279999 35.189998       
885 1 1  0.0 37.144996 11.730000 15.640000       
886 1 1  0.0 37.144996 11.730000 35.189998       
887 1 1  0.0 37.144996 31.279999 15.640000       
888 1 1  0.0 37.144996 31.279999 35.189998       
889 1 1  0.0 1.955000 7.820000 3.910000       
890 1 1  0.0 1.955000 7.820000 23.460000       
891 1 1  0.0 1.955000 27.369998 3.910000       
892 1 1  0.0 1.955000 27.369998 23.460000       
893 1 1  0.0 21.505000 7.820000 3.910000       
894 1 1  0.0 21.505000 7.820000 23.460000       
895 1 1  0.0 21.505000 27.369998 3.910000       
896 1 1  0.0 21.505000 27.369998 23.460000       
897 1 1  0.0 1.955000 11.730000 3.910000       
898 1 1  0.0 1.955000 11.730000 23.460000       
899 1 1  0.0 1.955000 31.279999 3.910000       
900 1 1  0.0 1.955000 31.279999 23.460000       
901 1 1  0.0 21.505000 11.730000 3.910000       
902 1 1  0.0 21.505000 11.730000 23.460000       
903 1 1  0.0 21.505000 31.279999 3.910000       
904 1 1  0.0 21.505000 31.279999 23.460000       
905 1 1  0.0 17.594999 7.820000 15.640000       
906 1 1  0.0 17.594999 7.820000 35.189998       
907 1 1  0.0 17.594999 27.369998 15.640000       
908 1 1  0.0 17.594999 27.369998 35.189998       
909 1 1  0.0 37.144996 7.820000 15.640000       
910 1 1  0.0 37.144996 7.820000 35.189998       
911 1 1  0.0 37.144996 27.369998 15.640000       
912 1 1  0.0 37.144996 27.369998 35.189998       
913 1 1  0.0 7.820000 3.910000 17.594999       
914 1 1  0.0 7.820000 3.910000 37.144998       
915 1 1  0.0 7.820000 23.460000 17.594999       
916 1 1  0.0 7.820000 23.460000 37.144998       
